"PID","DAY","ANX1","ANX2","ANX3","ANX4","ANX5","ANX6","RUM1","RUM2","RUM3","LON1","LON2","LON3","LON4","LON5","LON6"
"DISS-3098",4,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3098",5,4,1,1,4,4,1,1,4,4,1,1,1,1,1,1
"DISS-3098",6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3098",7,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1
"DISS-3099",1,3,1,1,3,3,2,1,1,1,1,1,1,1,1,1
"DISS-3099",2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1
"DISS-3099",3,1,1,2,2,1,1,3,3,4,1,1,1,1,1,1
"DISS-3099",4,1,1,1,1,3,1,4,3,4,1,1,1,1,1,1
"DISS-3099",5,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3099",6,1,1,1,1,1,1,3,3,4,1,1,1,1,1,1
"DISS-3099",7,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
"DISS-3100",1,1,1,1,3,2,1,1,1,1,2,2,2,2,1,1
"DISS-3100",2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,1
"DISS-3100",3,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1
"DISS-3100",4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3100",5,2,1,1,3,3,1,1,1,1,2,1,1,1,1,1
"DISS-3100",6,1,2,2,1,1,1,4,4,4,1,1,1,1,1,1
"DISS-3100",7,1,1,2,1,2,1,3,2,2,1,1,1,2,1,1
"DISS-3101",1,3,2,2,2,1,3,2,2,4,1,1,1,2,1,1
"DISS-3101",2,2,1,1,2,3,1,1,2,2,2,1,1,2,1,1
"DISS-3101",3,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1
"DISS-3101",4,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3101",5,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3101",6,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3101",7,2,1,2,2,2,3,1,1,1,1,2,1,1,2,1
"DISS-3102",1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1
"DISS-3102",2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1
"DISS-3102",3,1,3,3,1,1,4,7,7,7,1,1,1,1,1,1
"DISS-3102",4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3102",5,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1
"DISS-3102",6,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1
"DISS-3102",7,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3103",1,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3103",2,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3103",3,2,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3103",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3103",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3103",6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3103",7,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3104",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3104",2,2,1,1,2,2,2,3,1,2,1,1,1,1,1,1
"DISS-3104",3,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3104",4,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3104",5,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3104",6,3,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3104",7,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3105",1,1,4,2,1,1,4,4,1,2,1,3,2,3,1,1
"DISS-3105",2,1,3,2,2,2,3,4,1,4,1,4,4,1,1,1
"DISS-3105",3,1,3,2,1,1,3,4,4,4,1,1,1,1,1,1
"DISS-3105",4,2,4,2,2,2,4,1,1,1,1,3,1,1,1,1
"DISS-3105",5,2,4,2,2,2,4,1,1,1,1,3,1,1,2,2
"DISS-3105",6,1,3,2,1,1,3,1,4,4,2,3,2,1,3,2
"DISS-3105",7,1,4,1,1,1,3,1,1,1,1,2,1,1,2,2
"DISS-3106",1,1,3,2,1,1,2,4,3,2,1,1,1,1,1,1
"DISS-3106",2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1
"DISS-3106",3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1
"DISS-3106",4,2,1,1,2,3,2,1,1,2,1,1,1,1,1,1
"DISS-3106",5,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1
"DISS-3106",6,1,3,2,1,1,2,3,3,3,1,1,1,1,1,1
"DISS-3106",7,1,3,2,1,1,2,4,1,1,1,1,1,1,1,1
"DISS-3107",1,3,1,1,3,3,1,2,2,2,1,1,1,1,1,1
"DISS-3107",2,2,1,2,2,2,1,2,1,3,1,1,4,1,1,1
"DISS-3107",3,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3107",4,2,1,2,2,2,1,3,1,2,1,1,2,1,1,1
"DISS-3107",5,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3107",6,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3107",7,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1
"DISS-3108",1,3,1,1,3,3,2,3,2,2,1,1,1,1,1,1
"DISS-3108",2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1
"DISS-3108",3,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1
"DISS-3108",4,2,2,1,2,2,2,3,1,1,1,1,1,1,1,1
"DISS-3108",5,3,2,3,3,3,2,1,1,1,1,1,1,1,1,1
"DISS-3108",6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3108",7,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1
"DISS-3109",1,3,1,1,3,3,1,2,3,3,1,1,1,1,1,1
"DISS-3109",2,3,1,1,3,4,1,1,1,1,1,1,1,1,1,1
"DISS-3109",3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3109",4,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3109",5,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3109",6,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3109",7,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3110",1,3,1,1,2,3,1,1,1,1,2,1,1,1,1,1
"DISS-3110",2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3110",3,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3110",4,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1
"DISS-3110",5,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3110",6,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3110",7,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3111",1,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3111",2,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3111",3,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3111",4,4,3,3,3,4,3,1,1,1,1,1,1,1,1,1
"DISS-3111",5,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3111",6,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3111",7,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3112",1,3,1,1,4,3,1,1,1,1,1,1,1,1,1,1
"DISS-3112",2,3,1,2,2,2,1,1,1,2,1,2,3,1,2,2
"DISS-3112",3,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3112",4,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3112",5,3,1,2,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3112",6,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3112",7,4,1,1,4,3,1,2,2,2,1,1,1,1,1,1
"DISS-3113",1,3,2,2,4,4,1,2,2,2,1,1,1,1,1,1
"DISS-3113",2,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3113",3,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3113",4,3,1,1,3,4,1,2,1,1,1,1,1,1,1,1
"DISS-3113",5,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1
"DISS-3113",6,3,2,1,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3113",7,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1
"DISS-3114",1,1,4,1,1,3,4,5,6,2,1,1,1,1,1,1
"DISS-3114",2,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1
"DISS-3114",3,1,4,2,1,1,4,3,1,1,2,2,4,2,5,5
"DISS-3114",4,2,3,1,1,2,3,1,1,1,1,1,1,1,2,1
"DISS-3114",5,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1
"DISS-3114",6,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1
"DISS-3114",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3115",1,2,2,1,2,2,1,3,3,3,2,2,1,1,2,1
"DISS-3115",2,2,2,1,1,1,1,4,4,4,1,1,1,1,1,1
"DISS-3115",3,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3115",4,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3115",5,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3115",6,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1
"DISS-3115",7,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3116",1,3,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3116",2,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3116",3,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3116",4,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3116",5,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3116",6,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3116",7,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3117",1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3117",2,4,1,1,3,4,3,1,1,1,1,1,1,1,1,1
"DISS-3117",3,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3117",4,1,3,1,1,1,2,1,1,1,4,3,1,1,1,1
"DISS-3117",5,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3117",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3117",7,3,1,1,3,3,2,1,1,1,1,1,1,1,1,1
"DISS-3118",1,3,3,1,2,2,1,1,2,2,1,1,1,1,1,1
"DISS-3118",2,3,1,1,3,2,1,1,1,1,1,1,1,2,1,1
"DISS-3118",3,3,1,1,3,3,1,1,2,1,1,1,1,1,1,1
"DISS-3118",4,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"DISS-3118",5,1,2,2,1,1,2,2,2,2,1,2,1,1,1,1
"DISS-3118",6,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1
"DISS-3118",7,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1
"DISS-3119",1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3119",2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3119",3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"DISS-3119",4,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3119",5,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3119",6,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3119",7,2,3,1,2,2,2,5,5,1,1,1,1,1,1,1
"DISS-3120",1,2,1,1,2,2,1,4,5,5,1,1,1,1,1,1
"DISS-3120",2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3120",3,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3120",4,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3120",5,1,2,2,1,1,2,1,2,1,2,2,1,1,1,1
"DISS-3120",6,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1
"DISS-3120",7,3,1,1,3,3,1,2,2,1,1,1,1,2,1,1
"DISS-3121",1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3121",2,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3121",3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3121",4,3,1,1,3,3,3,2,2,2,1,1,1,1,1,1
"DISS-3121",5,3,1,1,3,3,1,2,2,2,1,1,1,1,1,1
"DISS-3121",6,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3121",7,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3122",1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3122",2,3,1,1,3,3,1,1,1,1,2,1,2,1,1,1
"DISS-3122",3,2,1,1,2,2,1,1,1,1,2,1,2,2,1,1
"DISS-3122",4,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1
"DISS-3122",5,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3122",6,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3122",7,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3123",1,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1
"DISS-3123",2,2,1,1,2,3,2,1,1,1,1,1,1,1,1,1
"DISS-3123",3,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2
"DISS-3123",4,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3123",5,2,1,2,1,1,1,1,1,1,3,2,3,2,2,2
"DISS-3123",6,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1
"DISS-3123",7,2,1,1,2,1,1,1,1,1,3,1,1,1,1,1
"DISS-3124",1,3,3,2,3,4,3,6,4,3,2,1,1,3,1,1
"DISS-3124",2,4,1,2,4,3,4,4,1,1,1,1,1,1,1,1
"DISS-3124",3,3,3,1,3,2,4,1,6,1,1,1,1,1,1,1
"DISS-3124",4,2,2,3,2,2,4,7,6,4,1,1,1,1,2,1
"DISS-3124",5,4,3,1,3,3,3,6,3,2,2,1,1,1,1,1
"DISS-3124",6,3,4,3,2,2,4,7,5,3,4,3,4,5,4,3
"DISS-3124",7,3,3,4,2,3,4,6,7,6,2,1,1,1,1,1
"DISS-3125",1,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3
"DISS-3125",2,3,2,2,1,1,2,6,6,6,4,5,4,2,1,3
"DISS-3125",3,1,2,3,4,3,2,3,3,5,2,4,3,2,4,3
"DISS-3125",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3125",5,3,2,2,3,2,3,4,4,4,3,2,2,3,3,3
"DISS-3125",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3125",7,3,2,2,2,1,3,3,5,3,3,3,2,1,4,3
"DISS-3126",1,1,4,3,1,2,2,4,2,3,4,4,4,4,2,2
"DISS-3126",2,2,2,2,2,1,4,6,6,6,3,4,4,4,3,3
"DISS-3126",3,2,2,2,2,2,3,5,5,5,3,2,2,1,1,1
"DISS-3126",4,3,2,2,2,2,4,4,4,6,3,4,4,2,1,1
"DISS-3126",5,2,3,3,2,2,4,6,5,6,2,2,2,1,1,1
"DISS-3126",6,2,2,3,2,2,4,6,5,6,2,3,3,1,1,1
"DISS-3126",7,1,2,4,1,1,4,7,7,7,5,5,5,5,5,5
"DISS-3127",1,2,3,3,2,2,2,5,5,5,4,4,4,4,1,2
"DISS-3127",2,2,2,3,2,2,4,2,5,4,5,5,5,5,2,2
"DISS-3127",3,2,2,2,1,2,3,4,6,4,4,4,4,4,2,2
"DISS-3127",4,3,1,3,2,1,2,4,4,4,2,2,2,4,2,2
"DISS-3127",5,1,2,4,1,1,3,7,7,6,3,3,5,5,5,5
"DISS-3127",6,2,1,2,3,2,2,6,4,3,4,4,4,5,2,5
"DISS-3127",7,1,3,2,1,1,3,6,5,6,3,3,3,3,3,3
"DISS-3128",1,2,3,2,3,2,2,4,3,3,3,3,2,2,3,3
"DISS-3128",2,3,2,2,3,2,2,3,4,3,3,3,2,2,3,3
"DISS-3128",3,2,2,1,2,1,1,3,3,3,2,2,2,2,2,2
"DISS-3128",4,3,3,2,2,3,3,3,3,5,3,3,3,2,4,3
"DISS-3128",5,3,3,4,3,3,3,4,5,5,4,3,3,3,3,3
"DISS-3128",6,3,2,3,3,3,3,6,5,5,4,3,4,4,4,4
"DISS-3128",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3129",1,3,3,3,3,3,3,4,7,5,3,1,1,2,3,4
"DISS-3129",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3129",3,3,3,2,2,2,3,4,4,4,3,3,3,3,3,3
"DISS-3129",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3129",5,2,2,3,3,3,3,4,4,4,3,2,3,3,2,3
"DISS-3129",6,3,2,2,3,2,2,5,4,4,3,3,3,2,2,2
"DISS-3129",7,2,2,1,1,1,1,4,4,4,3,3,3,3,3,3
"DISS-3130",1,3,1,1,3,2,1,2,4,3,2,2,5,1,1,1
"DISS-3130",2,4,1,1,4,3,2,7,5,5,3,1,3,3,1,1
"DISS-3130",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3130",4,3,1,1,3,2,1,4,4,4,4,2,2,2,1,1
"DISS-3130",5,4,2,1,4,4,1,3,2,2,2,2,2,2,1,1
"DISS-3130",6,3,1,1,4,4,1,3,3,4,2,1,2,1,1,1
"DISS-3130",7,3,1,1,3,3,1,5,5,5,3,1,2,3,1,1
"DISS-3131",1,3,3,2,3,2,2,5,4,4,3,4,3,3,2,4
"DISS-3131",2,3,2,3,3,4,3,4,3,5,3,2,3,3,2,4
"DISS-3131",3,3,2,2,3,2,2,4,5,4,3,3,4,3,4,3
"DISS-3131",4,2,3,2,2,2,3,4,5,4,3,2,3,3,4,4
"DISS-3131",5,3,3,2,2,3,2,4,5,5,3,3,4,3,3,2
"DISS-3131",6,3,3,4,3,2,3,4,5,4,5,4,3,3,3,4
"DISS-3131",7,2,2,3,2,2,3,5,4,4,2,3,3,3,2,3
"DISS-3132",1,3,2,2,2,2,1,5,4,5,4,4,3,2,2,3
"DISS-3132",2,3,3,2,2,3,2,6,4,3,3,2,2,4,4,3
"DISS-3132",3,3,3,2,3,4,3,4,3,4,3,2,3,2,4,4
"DISS-3132",4,2,3,3,3,2,3,6,4,4,3,3,2,2,2,1
"DISS-3132",5,3,3,2,1,4,3,4,3,4,2,2,2,1,2,3
"DISS-3132",6,3,2,2,3,2,2,5,3,2,3,2,2,1,3,3
"DISS-3132",7,2,1,1,2,2,3,5,5,6,2,2,1,1,2,2
"DISS-3133",1,3,1,1,3,3,1,1,1,1,1,1,1,1,2,1
"DISS-3133",2,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3133",3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3133",4,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3133",5,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3133",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3133",7,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3134",1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3134",2,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3134",3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3134",4,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3134",5,3,1,2,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3134",6,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3134",7,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3135",1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1
"DISS-3135",2,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3135",3,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3135",4,3,1,1,3,4,1,1,1,1,1,1,1,1,1,1
"DISS-3135",5,4,1,2,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3135",6,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3135",7,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3136",1,3,3,1,3,3,2,1,2,4,1,1,1,1,1,1
"DISS-3136",2,3,1,1,3,2,2,1,1,1,1,1,1,1,1,1
"DISS-3136",3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3136",4,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3136",5,3,1,3,3,2,1,1,1,1,1,1,3,1,1,1
"DISS-3136",6,3,1,3,3,3,3,1,1,1,1,1,1,5,2,1
"DISS-3136",7,3,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3137",1,4,1,1,4,3,1,1,1,1,2,1,1,1,1,1
"DISS-3137",2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1
"DISS-3137",3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3137",4,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1
"DISS-3137",5,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3137",6,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3137",7,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3138",1,3,2,1,4,3,2,1,1,1,1,1,1,1,1,1
"DISS-3138",2,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3138",3,3,2,3,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3138",4,2,2,2,3,3,2,1,1,1,2,1,2,3,1,2
"DISS-3138",5,3,3,2,3,3,3,1,1,1,3,2,2,2,1,1
"DISS-3138",6,3,1,2,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3138",7,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3139",1,1,2,1,1,1,2,4,4,4,1,1,1,1,1,1
"DISS-3139",2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1
"DISS-3139",3,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1
"DISS-3139",4,1,1,1,2,2,2,3,3,4,1,1,1,1,1,1
"DISS-3139",5,2,1,1,2,1,1,4,4,4,1,1,1,1,1,1
"DISS-3139",6,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3139",7,2,1,1,3,3,1,1,1,1,1,1,1,2,1,1
"DISS-3140",1,4,1,1,4,4,1,4,4,3,1,1,1,1,1,1
"DISS-3140",2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3140",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3140",4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3140",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3140",6,2,1,1,2,3,2,1,1,1,1,1,1,1,1,1
"DISS-3140",7,3,1,2,3,3,2,1,1,1,1,1,1,1,1,1
"DISS-3141",1,3,1,1,2,3,2,4,2,2,1,1,1,1,1,1
"DISS-3141",2,2,2,1,2,2,2,1,1,1,2,3,4,4,1,1
"DISS-3141",3,2,2,1,1,1,3,1,1,1,2,2,2,2,1,1
"DISS-3141",4,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1
"DISS-3141",5,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3141",6,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3141",7,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3142",1,3,1,1,1,1,2,2,2,2,1,1,1,1,1,1
"DISS-3142",2,2,1,1,1,1,1,3,4,2,1,1,1,1,1,1
"DISS-3142",3,2,1,1,2,1,3,1,1,1,2,2,1,1,1,1
"DISS-3142",4,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1
"DISS-3142",5,2,2,1,1,1,2,3,1,1,1,1,1,1,1,1
"DISS-3142",6,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1
"DISS-3142",7,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1
"DISS-3143",1,4,1,1,4,3,1,1,1,1,1,1,1,1,1,1
"DISS-3143",2,4,1,1,3,4,2,1,1,1,1,1,1,1,1,1
"DISS-3143",3,3,2,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3143",4,3,2,1,3,3,2,1,1,1,2,1,1,1,1,1
"DISS-3143",5,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3143",6,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3143",7,3,1,1,3,3,1,1,1,1,2,1,1,1,1,1
"DISS-3144",1,2,2,1,2,2,3,1,4,1,1,1,1,1,1,1
"DISS-3144",2,2,2,1,2,2,2,5,3,3,1,1,1,1,1,1
"DISS-3144",3,2,2,2,2,2,3,1,3,3,1,1,1,1,1,1
"DISS-3144",4,2,2,1,2,3,3,1,1,1,1,1,1,1,1,1
"DISS-3144",5,2,2,1,2,2,2,4,4,4,1,1,1,1,1,1
"DISS-3144",6,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3144",7,3,2,1,3,2,3,1,1,1,1,1,1,1,1,1
"DISS-3145",1,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1
"DISS-3145",2,2,1,2,2,2,1,3,2,2,1,1,2,1,1,1
"DISS-3145",3,3,1,1,3,3,1,2,2,2,1,1,1,1,1,1
"DISS-3145",4,3,1,1,3,3,2,1,1,1,1,1,1,1,1,1
"DISS-3145",5,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1
"DISS-3145",6,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1
"DISS-3145",7,3,1,1,3,3,1,1,1,2,1,1,1,1,1,1
"DISS-3146",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISS-3146",2,2,2,2,1,1,2,3,3,2,1,2,1,5,1,1
"DISS-3146",3,1,1,1,1,1,3,4,7,1,2,5,3,5,1,4
"DISS-3146",4,1,1,1,1,1,3,1,1,1,1,1,1,4,2,1
"DISS-3146",5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DISS-3146",6,1,4,2,1,1,3,6,3,1,1,3,1,4,1,2
"DISS-3146",7,1,1,1,1,1,1,4,4,4,1,3,3,3,2,2
"DISS-3147",1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1
"DISS-3147",2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1
